lakeid,trans,dist,setdate,coldate,daysout,trayweight,dw_tray,dw,fract_bgch,fract_smch,fract_simu,bgch,smch,simu,comments,comments.2
hel,hel1,500,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,0,6,21,NA,NA
hel,hel2,5,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,56,30,71,NA,NA
hel,hel2,50,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,10,17,25,NA,NA
hel,hel2,150,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,6,59,33,NA,NA
hel,hel2,500,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,4,12,13,NA,NA
myv,btl,5,2016-06-05,2016-06-17,12,NA,NA,NA,0.25,0.25,0.25,34,556,4,NA,NA
myv,btl,50,2016-06-05,2016-06-17,12,NA,NA,NA,0.25,0.25,0.25,81,544,17,NA,NA
myv,btl,150,2016-06-05,2016-06-17,12,NA,NA,NA,0.25,0.25,0.25,162,255,34,NA,NA
myv,flg,5,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,38,668,15,"1 bee mimic, 5 flies with yellow lacy wings",NA
myv,flg,50,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,136,695,12,"9 moths, 1 brown unknow fly",NA
myv,flg,150,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,134,261,5,2 flies with double wings,NA
myv,flg,500,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,17,66,7,"1 opilionid, 1 mystery spider, 1 unknown brown fly",NA
myv,hag,5,2016-06-05,2016-06-17,12,NA,NA,NA,0.25,0.25,0.25,54,679,27,NA,NA
myv,hag,50,2016-06-05,2016-06-17,12,NA,NA,NA,0.25,0.25,0.25,78,399,24,NA,NA
myv,hag,150,2016-06-05,2016-06-17,12,NA,NA,NA,0.25,0.25,0.25,77,274,8,NA,NA
myv,hag,500,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,20,90,126,NA,NA
myv,kal,5,2016-06-05,2016-06-17,12,NA,NA,NA,0.5,0.5,0.5,22,1005,14,"1 trichoptera, 2 other diptera",NA
myv,kal,50,2016-06-05,2016-06-17,12,NA,NA,NA,0.5,0.5,0.5,67,633,754,NA,NA
myv,kal,150,2016-06-05,2016-06-17,12,NA,NA,NA,0.5,0.5,0.5,117,431,17,NA,NA
myv,non,5,2016-06-05,2016-06-17,12,NA,NA,NA,1,0.125,1,58,763,9,2 other diptera; 14 snake flies,NA
myv,non,50,2016-06-05,2016-06-17,12,NA,NA,NA,0.5,0.5,0.5,62,1118,13,2 bee-mimics,NA
myv,non,150,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,90,618,29,1 large black fly,NA
myv,skf,20,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,25,670,25,cup slid down to the bottom of the rebar,NA
myv,skf,50,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,33,330,33,"2 trichopetera, 1 lepidoptera, 8 other diptera",NA
myv,skf,200,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,13,58,6,10 other diptera,NA
myv,skf,350,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,3,34,7,7 other diptera,NA
myv,vin,5,2016-06-05,2016-06-17,12,NA,NA,NA,0.5,0.5,0.5,37,673,14,NA,NA
myv,vin,50,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,86,436,42,"small spill in car, was able to catch the sample, possible that some got lost",NA
myv,vin,150,2016-06-05,2016-06-17,12,NA,NA,NA,1,1,1,38,258,61,NA,NA
hel,hel1,5,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,3,261,19,"11 large flies, 2 small sawps, 1 spider",NA
hel,hel1,50,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,5,207,27,"24 large flies, 2 small wasps, 1 spider",NA
hel,hel1,150,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,1,13,30,NA,NA
hel,hel1,500,2016-06-17,2016-06-30,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Broken infall cup, sample lost",NA
hel,hel2,5,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,1,348,78,"1 large fly, 2 small wasps, 15 large flies",NA
hel,hel2,50,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,4,80,55,7 large flies,NA
hel,hel2,150,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,1,63,28,"3 small flies, 3 large flies",NA
hel,hel2,500,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,4,8,21,7 large flies,NA
myv,btl,5,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,2,200,18,"3 spiders,1 opilionidae, 2 other diptera",NA
myv,btl,50,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,2,216,16,"2 spiders, 2 snake flies, 1 trichoptera",NA
myv,btl,150,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,3,89,36,1 opilionid,NA
myv,flg,5,2016-06-17,2016-06-30,13,NA,NA,NA,0.5,0.5,0.5,1,672,6,1 other diptera,NA
myv,flg,50,2016-06-17,2016-06-30,13,NA,NA,NA,0.5,0.5,0.5,2,1318,4,"1 other diptera, 1 opilionid, 2 snake flies",NA
myv,flg,150,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,9,456,15,NA,NA
myv,flg,500,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,2,75,4,NA,NA
myv,hag,5,2016-06-17,2016-06-30,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"*Eaten by sheep, infall destroyed by sheep suspects",NA
myv,hag,50,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,4,397,32,NA,NA
myv,hag,150,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,5,281,27,NA,NA
myv,hag,500,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,1,95,12,NA,NA
myv,kal,5,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,4,96,50,NA,NA
myv,kal,50,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,0,57,35,NA,NA
myv,kal,150,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,2,33,60,1 trichoptera,NA
myv,non,5,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,0,451,16,lots of snake flies,NA
myv,non,50,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,7,210,18,lots of spiders,NA
myv,non,150,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,3,43,40,NA,NA
myv,skf,20,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,0,301,30,1 spider,NA
myv,skf,50,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,2,170,30,"11 opilionid, 2 other diptera",NA
myv,skf,200,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,0,56,63,NA,NA
myv,skf,350,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,0,69,61,NA,NA
myv,vin,5,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,0,327,48,2 other diptera,NA
myv,vin,50,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,5,182,35,1 opilionid,NA
myv,vin,150,2016-06-17,2016-06-30,13,NA,NA,NA,1,1,1,3,74,162,"1 opilionid, 7 snake flies",NA
hel,hel1,5,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,1,687,16,NA,NA
hel,hel1,50,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,2,660,3,68 other flies,NA
hel,hel1,150,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,1,111,4,"1 bee, 23 flies",NA
hel,hel1,500,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,0,60,11,"1 moth, 1 wasp, 1 diptera",NA
hel,hel2,5,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,3,778,5,48 other diptera,NA
hel,hel2,50,2016-06-30,2016-07-19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample lost to sheep or wind or fate,NA
hel,hel2,150,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,0,330,12,"51 snakeflies, 1 moth",NA
hel,hel2,500,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,0,106,16,NA,NA
myv,btl,5,2016-06-30,2016-07-19,19,NA,NA,NA,0.125,0.125,0.125,0,1012,0,"1 dead bird, left in field",NA
myv,btl,50,2016-06-30,2016-07-19,19,NA,NA,NA,0.125,0.125,0.125,0,1052,0,NA,NA
myv,btl,150,2016-06-30,2016-07-19,19,NA,NA,NA,0.125,0.125,0.125,0,1285,8,1 other diptera,NA
myv,flg,5,2016-06-30,2016-07-19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample lost to sheep or wind or the hidden people,NA
myv,flg,50,2016-06-30,2016-07-19,19,NA,NA,NA,0.5,0.5,0.5,0,651,14,NA,NA
myv,flg,150,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,0,568,12,NA,NA
myv,flg,500,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,0,149,1,1 other diptera,NA
myv,hag,5,2016-06-30,2016-07-19,19,NA,NA,NA,0.125,0.125,0.125,0,1275,2,NA,NA
myv,hag,50,2016-06-30,2016-07-19,19,NA,NA,NA,0.0625,0.0625,0.0625,1,1573,0,1 large black fly,NA
myv,hag,150,2016-06-30,2016-07-19,19,NA,NA,NA,0.25,0.25,0.25,0,1017,2,1 other diptera,NA
myv,hag,500,2016-06-30,2016-07-19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sample lost to sheep or wind or the hidden people,NA
myv,kal,5,2016-06-30,2016-07-19,19,NA,NA,NA,0.25,0.25,0.25,0,1019,0,16 large black flies,NA
myv,kal,50,2016-06-30,2016-07-19,19,NA,NA,NA,1,0.5,1,0,741,0,36 other flies,NA
myv,kal,150,2016-06-30,2016-07-19,19,NA,NA,NA,0.25,0.25,0.25,1,844,7,NA,NA
myv,non,5,2016-06-30,2016-07-19,19,NA,NA,NA,0.125,0.125,0.125,0,1465,0,1 large black fly,NA
myv,non,50,2016-06-30,2016-07-19,19,NA,NA,NA,1,0.0625,1,2,687,2,"1 opilionid, 22 other flies",NA
myv,non,150,2016-06-30,2016-07-19,19,NA,NA,NA,1,0.25,1,2,508,6,"15 snake flies, 1 staph beetle",NA
myv,skf,20,2016-06-30,2016-07-19,19,NA,NA,NA,0.25,0.25,0.25,0,1219,2,NA,NA
myv,skf,50,2016-06-30,2016-07-19,19,NA,NA,NA,1,0.25,1,2,876,0,"22 other small flies, 1 huge carrion fly",NA
myv,skf,200,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,3,942,4,"1 spider, 42 other flies",NA
myv,skf,350,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,21,497,3,13 large flies and snakeflies,NA
myv,vin,5,2016-06-30,2016-07-19,19,NA,NA,NA,0.25,0.25,0.25,0,551,38,1 other diptera,NA
myv,vin,50,2016-06-30,2016-07-19,19,NA,NA,NA,0.5,0.5,0.5,0,701,4,"72 large black flies, 1 opilionid",NA
myv,vin,150,2016-06-30,2016-07-19,19,NA,NA,NA,1,1,1,5,478,7,"122 large flies, 4 opilionids",NA
hel,hel1,5,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,75,8,"1 hemipteran, 1 opilionid",NA
hel,hel1,50,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,33,6,1 other dipteran; *sample not saved!,NA
hel,hel1,150,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,32,6,"2 other small dipteran, 1 other large dipteran",NA
hel,hel1,500,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,7,0,1 lepidopteran,NA
hel,hel2,5,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,38,10,NA,NA
hel,hel2,50,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,4,2,NA,NA
hel,hel2,150,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,42,30,NA,NA
hel,hel2,500,2016-07-19,2016-08-03,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trap found broken, sample lost to the forces of this world",NA
myv,btl,5,2016-07-19,2016-08-03,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trap lost,NA
myv,btl,50,2016-07-19,2016-08-03,15,NA,NA,NA,0.5,0.5,0.5,0,607,1,1 bee,NA
myv,btl,150,2016-07-19,2016-08-03,15,NA,NA,NA,0.5,0.5,0.5,1,260,1,NA,NA
myv,flg,5,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,49,0,NA,NA
myv,flg,50,2016-07-19,2016-08-03,15,NA,NA,NA,0.5,0.5,0.5,2,1410,5,13 big black flies,NA
myv,flg,150,2016-07-19,2016-08-03,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trap shattered.,NA
myv,flg,500,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,1,149,4,NA,NA
myv,hag,5,2016-07-19,2016-08-03,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trap lost to evil sheep,NA
myv,hag,50,2016-07-19,2016-08-03,15,NA,NA,NA,0.25,0.25,0.25,4,303,3,1 other diptera,NA
myv,hag,150,2016-07-19,2016-08-03,15,NA,NA,NA,0.5,0.5,0.5,8,321,10,1 other diptera,NA
myv,hag,500,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,1,60,0,1 other diptera,NA
myv,kal,5,2016-07-19,2016-08-03,15,NA,NA,NA,0.5,0.5,0.5,0,601,0,"2 opilionids, 5 large flies",NA
myv,kal,50,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,652,0,"25 large black flies, 1 collembola, some berries",NA
myv,kal,150,2016-07-19,2016-08-03,15,NA,NA,NA,0.5,0.5,0.5,0,604,5,130 large flies,NA
myv,non,5,2016-07-19,2016-08-03,15,NA,NA,NA,0.25,0.25,0.25,0,954,0,"2 large flies, 1 moth, 1 opilionid, 1 wasp",NA
myv,non,50,2016-07-19,2016-08-03,15,NA,NA,NA,0.25,0.25,0.25,0,361,2,2 other diptera,NA
myv,non,150,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,1128,3,"6 big black flies, 1 moth",NA
myv,skf,20,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,533,29,1 other dipteran,NA
myv,skf,50,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,149,10,"3 opilionids, 3 flies, 1 moth",NA
myv,skf,200,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,30,66,NA,NA
myv,skf,350,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,41,6,NA,NA
myv,vin,5,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,387,7,"5 opilionids, 17 large flies",NA
myv,vin,50,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,0,85,58,"23 opilionids, 1 moth",NA
myv,vin,150,2016-07-19,2016-08-03,15,NA,NA,NA,1,1,1,1,184,23,"3 snake flies, 8 opilionids, lots of large flies",NA
hel,hel1,5,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,30,3,"2 opilionids, 2 other diptera",NA
hel,hel1,50,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,23,0,7 other diptera,NA
hel,hel1,150,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,9,0,7 other diptera,NA
hel,hel1,500,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,5,1,5 other diptera,NA
hel,hel2,5,2016-08-03,2016-08-16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,cup thrown away from rebar??!!,NA
hel,hel2,50,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,20,4,4 other diptera,NA
hel,hel2,150,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,57,0,"2 other diptera, 1 beetle larvae",NA
hel,hel2,500,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,1,25,7,2 snakeflies,NA
myv,btl,5,2016-08-03,2016-08-16,13,NA,NA,NA,0.5,0.5,0.5,0,269,3,1 opilionid,NA
myv,btl,50,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,373,0,"2 opilionids, 8 other flies",NA
myv,btl,150,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,86,2,10 large flies,NA
myv,flg,5,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,346,0,7 other diptera,NA
myv,flg,50,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,830,0,"9 other diptera, 1 opilionidae",NA
myv,flg,150,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,1,152,0,NA,NA
myv,flg,500,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,71,0,1 other diptera,NA
myv,hag,5,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,433,4,"11 opilionids, 3 large flies",NA
myv,hag,50,2016-08-03,2016-08-16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infall was found upside down,NA
myv,hag,150,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,70,3,NA,NA
myv,hag,500,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,18,0,NA,NA
myv,kal,5,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,223,9,"2 opilionids, 11 large black flies",NA
myv,kal,50,2016-08-03,2016-08-16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sample accidentally counted as a pitfall, all flies thrown away…",NA
myv,kal,150,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,14,0,3 large flies,NA
myv,non,5,2016-08-03,2016-08-16,13,NA,NA,NA,0.25,0.25,0.25,0,841,0,"9 large flies, 2 opilionids",NA
myv,non,50,2016-08-03,2016-08-16,13,NA,NA,NA,0.5,0.5,0.5,0,943,0,"3 opilionids, 3 large flies",NA
myv,non,150,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,188,0,"8 large flies, 3 opilionids, 1 lepidoptera larvae",NA
myv,skf,20,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,253,6,"5 opilionids, 6 other flies",NA
myv,skf,50,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,136,1,"9 other flies, 9 opilionids",NA
myv,skf,200,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,1,36,0,5 other diptera,NA
myv,skf,350,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,1,30,0,9 other diptera,NA
myv,vin,5,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,170,3,"6 opilionids, 5 big black flies, 2 spiders",NA
myv,vin,50,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,0,90,4,"15 opilionids, 5 other flies, 1 spider",NA
myv,vin,150,2016-08-03,2016-08-16,13,NA,NA,NA,1,1,1,1,75,8,"26 opilionids, 6 other flies",NA
hel,hel1,5,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,2,58,7,NA,NA
hel,hel1,50,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,1,271,5,NA,NA
hel,hel1,150,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,0,18,15,6,NA
hel,hel1,500,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,0,7,6,8 others,NA
hel,hel2,5,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,0,280,4,NA,NA
hel,hel2,50,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,0,74,3,NA,NA
hel,hel2,150,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,9,104,7,NA,NA
hel,hel2,500,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,2,5,2,1 other diptera,NA
myv,btl,5,2017-06-04,2017-06-14,10,NA,NA,NA,0.25,0.25,0.25,15,837,1,2 other diptera,NA
myv,btl,50,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,46,632,13,4 others,NA
myv,btl,150,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,22,190,3,"6 diptera , 1 unknown",NA
myv,flg,5,2017-06-04,2017-06-14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Count lost,NA
myv,flg,50,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,83,291,4,NA,NA
myv,flg,150,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,29,76,1,NA,NA
myv,flg,500,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,1,13,0,NA,NA
myv,hag,5,2017-06-04,2017-06-14,10,NA,NA,NA,0.25,0.25,0.25,32,601,15,5 other diptera,NA
myv,hag,50,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,158,492,22,1 other diptera,NA
myv,hag,150,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,82,478,11,3 diptera,NA
myv,hag,500,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,17,252,36,4 other diptera,NA
myv,kal,5,2017-06-04,2017-06-14,10,NA,NA,NA,1,0.5,0.5,12,1080,0,NA,NA
myv,kal,50,2017-06-04,2017-06-14,10,NA,NA,NA,0.25,0.25,0.25,14,268,1,2 other diptera,NA
myv,kal,150,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,115,109,15,3 diptera,NA
myv,non,5,2017-06-04,2017-06-14,10,NA,NA,NA,0.25,0.25,0.25,19,1697,4,NA,NA
myv,non,50,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,42,622,2,1 other diptera,NA
myv,non,150,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,93,83,2,NA,NA
myv,skf,20,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,49,702,11,14 others,NA
myv,skf,50,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,41,556,12,NA,NA
myv,skf,200,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,20,186,1,NA,NA
myv,skf,350,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,60,88,8,NA,NA
myv,vin,5,2017-06-04,2017-06-14,10,NA,NA,NA,1,0.5,1,69,651,9,4 other diptera (1/1),NA
myv,vin,50,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,54,127,10,NA,NA
myv,vin,150,2017-06-04,2017-06-14,10,NA,NA,NA,1,1,1,9,114,27,11 others,NA
hel,hel1,5,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,0,51,10,15 others,NA
hel,hel1,50,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,3,582,16,45 others,NA
hel,hel1,150,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,0,40,20,29 others,NA
hel,hel1,500,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,0,9,9,76 others,NA
hel,hel2,5,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,0,347,63,NA,NA
hel,hel2,50,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,0,128,0,35 others; not archived due to messy sample,NA
hel,hel2,150,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,0,47,2,18 others; not archived due to messy sample,NA
hel,hel2,500,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,0,19,8,28 others,NA
myv,btl,5,2017-06-14,2017-06-29,15,NA,NA,NA,1,0.5,0.5,4,1000,3,5 others in a half,NA
myv,btl,50,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,6,545,49,NA,NA
myv,btl,150,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,27,148,73,12 others,NA
myv,flg,5,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,6,197,8,NA,NA
myv,flg,50,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,10,212,3,NA,NA
myv,flg,150,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,13,108,4,9 others,NA
myv,flg,500,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,2,60,2,1 other,NA
myv,hag,5,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,5,465,101,NA,NA
myv,hag,50,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,7,407,123,NA,NA
myv,hag,150,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,3,80,31,11 others,NA
myv,hag,500,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,1,27,65,7 others,NA
myv,kal,5,2017-06-14,2017-06-29,15,NA,NA,NA,1,0.5,0.5,8,1062,5,14 others in a half,NA
myv,kal,50,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,12,312,4,44 others,NA
myv,kal,150,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,15,122,3,22 others,NA
myv,non,5,2017-06-14,2017-06-29,15,NA,NA,NA,0.125,0.125,0.125,0,616,3,8 others,NA
myv,non,50,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,27,687,1,25 others,NA
myv,non,150,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,110,14,0,29 others,NA
myv,skf,20,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,1,304,8,18 others,NA
myv,skf,50,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,0,57,2,17 others,NA
myv,skf,200,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,0,22,2,18 others,NA
myv,skf,350,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,0,23,3,22 others,NA
myv,vin,5,2017-06-14,2017-06-29,15,NA,NA,NA,1,0.5,0.5,3,813,1,50 others in a half,NA
myv,vin,50,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,6,567,43,NA,NA
myv,vin,150,2017-06-14,2017-06-29,15,NA,NA,NA,1,1,1,5,33,4,85 others,NA
hel,hel1,5,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,135,5,21 other diptera,NA
hel,hel1,50,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,377,0,49 diptera,NA
hel,hel1,150,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,5,3,"1 collembola, 20 diptera",NA
hel,hel1,500,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,12,53,"1 harvestman, 70 other diptera",NA
hel,hel2,5,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,164,9,"1 springtail, 42 diptera",NA
hel,hel2,50,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,165,5,165 other diptera,NA
hel,hel2,150,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,14,4,1 collembola,NA
hel,hel2,500,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,16,2,"39 diptera, 1 coleoptera",NA
myv,btl,5,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,216,14,1 harvestman 15 diptera,NA
myv,btl,50,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,2,283,4,12 other diptera,NA
myv,btl,150,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,2,33,8,"2 collembola, 37 diptera",NA
myv,flg,5,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,762,122,sample not archived. 56 other diptera,NA
myv,flg,50,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,6,738,3,Sample not archived. 178 other diptera.,NA
myv,flg,150,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,5,245,0,diptera 17,NA
myv,flg,500,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,45,1,"1 coleoptera, 1 simuliid, 1 aranea",NA
myv,hag,5,2017-06-29,2017-07-12,13,NA,NA,NA,1,1,1,0,146,17,30 others,NA
